Stock Quotes for HAL,,,,,,
Date,Open,High,Low,Close,Volume,Adj Close
2013-06-03,41.93,42.43,41.55,42.39,8135900,41.86
2013-06-04,42.29,42.87,41.77,41.99,10579400,41.46
2013-06-05,41.9,42.12,41.68,41.76,9560500,41.23
2013-06-06,41.83,42.38,41.38,42.35,7738000,41.82
2013-06-07,42.57,43.25,42.25,43.16,7278800,42.62
2013-06-10,43.32,43.34,42.59,42.82,6137000,42.28
2013-06-11,42.22,42.62,41.83,42.04,6636100,41.51
2013-06-12,42.37,42.59,41.6,41.61,6973000,41.09
2013-06-13,41.66,43.2,41.66,43.08,7249600,42.54
2013-06-14,43.38,43.5,42.68,42.93,7506300,42.39
2013-06-17,43.36,43.94,43.24,43.62,6744700,43.07
2013-06-18,43.63,44.47,43.63,44.07,9805800,43.52
2013-06-19,43.99,44.35,43.05,43.05,9389500,42.51
2013-06-20,42.46,42.59,41.62,41.8,11031200,41.27
2013-06-21,42.1,42.25,41.19,41.79,10237300,41.26
2013-06-24,41.21,41.43,40.12,40.95,11160800,40.44
2013-06-25,41.45,41.75,40.96,41.15,10533200,40.63
2013-06-26,41.49,41.8,41.2,41.47,8239400,40.95
2013-06-27,41.67,42.1,41.61,41.84,6787000,41.31
2013-06-28,41.7,42.18,41.5,41.72,9596000,41.2
2013-07-01,42.03,42.62,41.86,42.45,8623600,41.92
2013-07-02,42.44,43.34,42.41,42.79,9175200,42.25
2013-07-03,42.77,43.3,42.56,42.65,3763500,42.11
2013-07-05,43.01,43.83,42.66,43.71,6012600,43.16
2013-07-08,44,44.2,43.65,43.92,7504800,43.37
2013-07-09,44.31,44.57,44.05,44.31,8330000,43.75
2013-07-10,44.23,44.78,43.89,44.13,7701900,43.58
2013-07-11,44.75,44.87,43.67,44.18,7294200,43.62
2013-07-12,44.07,44.67,43.97,44.64,5130100,44.08
2013-07-15,44.67,44.69,43.8,44.11,7297400,43.56
2013-07-16,44.19,44.32,43.43,43.63,5608500,43.08
2013-07-17,43.64,44.23,43.64,44.14,8307200,43.59
2013-07-18,44.22,44.93,44.16,44.74,9194700,44.18
2013-07-19,45.1,45.99,44.93,45.83,15152600,45.25
2013-07-22,46.09,46.66,44.81,45.08,17306100,44.51
2013-07-23,45.62,46.24,45.52,45.58,10811500,45.01
2013-07-24,45.64,45.78,44.62,44.82,8235500,44.26
2013-07-25,44.64,45.14,43.78,44.34,12311500,43.78
2013-07-26,46.45,46.5,45.54,45.98,23511800,45.4
