54.65,	34.48,	78.23,	42.25,	47.14,	96.65,	277.55,	83.02,	85.07,	74.08,	100.56,	12.94,	67.26,	45.28,	28.05,	44.64,	113,	48.23,	80.3,	55.86,	39.28,	61.4,	57.49,	109.95,	23.71,	56.19,	113.78,	51.69,	13.26,	62.94,	31.18,	51.45,	52.14,	23.11,	53.6,	29.57,	15.12,	26.04,	98.75,	76.29,	22.38,	51.01,	526.94,	151.01,	41.31,	74.26,	?,	78.25,	24.15,	190.34,	23.02,	83.7,	51.35,	38.8,	47.57,	102.86,	40.32,	56.71,	95.61,	28.56,	50.65,	44.69,	107.09,	33.3,	96.89,	45.4,	24.75,	33.42,	61.35,	60.43,	71.31,	15.28,	29.95,	87.14,	78.89,	27.03,	74.72,	83.04,	59.55,	63.84,	64.59,	70.55,	41.46,	145.43,	33.38,	66.31,	54.19,	33.67,	64.77,	75.8,	84.19,	35.11,	91.07,	182.53,	48.32,	43.72,	40.14,	31.01,	72.96,	86.99,	
55.03,	34.01,	70.17,	42.54,	46.96,	96.33,	277.69,	82.79,	84.97,	73.73,	99.87,	12.79,	66.85,	45.53,	27.4,	43.09,	111.92,	47.92,	79.84,	55.76,	40.69,	61.52,	57.64,	109.04,	23.43,	56.11,	113.43,	50.66,	13.25,	62.38,	31.01,	50.98,	51.72,	23.16,	52.77,	29.37,	14.95,	26.34,	97.96,	75.96,	22.26,	51.27,	525.16,	148.79,	41.2,	75.42,	?,	77.42,	24.17,	185.92,	23.19,	82.88,	51.01,	38.66,	46.99,	103.91,	40.08,	57.09,	94.98,	27.95,	50.21,	44.36,	106.22,	32.87,	96.94,	44.6,	24.15,	33.34,	62.69,	60.82,	70.49,	15.89,	30.21,	86.09,	78.94,	26.86,	74.07,	81.95,	59.56,	63.53,	64.41,	70.29,	41.58,	142.93,	33.17,	66.38,	54.19,	33.67,	64.18,	75.29,	83.6,	35.12,	90.52,	181.03,	47.7,	43.04,	39.86,	30.9,	72.21,	87.29,	
56.79,	34.16,	70.31,	42.24,	47.52,	95.19,	282.1,	82.27,	85.82,	74.59,	100.65,	12.86,	67.61,	46.09,	27.81,	43.22,	113.04,	48.2,	80.07,	56.41,	39.81,	62.28,	58.33,	108.9,	23.6,	56.51,	114.14,	50.87,	13.23,	63.15,	31.33,	51.38,	52.9,	23.15,	53.56,	28.84,	15.21,	26.97,	98.27,	76.62,	22.4,	51.65,	516.18,	149.28,	41.92,	74.84,	?,	78.37,	24.3,	186.09,	22.87,	83.62,	50.72,	39,	47.99,	103.53,	40.24,	57.96,	95.77,	28.46,	50.77,	45.12,	106.18,	33.23,	95.15,	44.48,	24.31,	33.17,	61.36,	61.48,	70.45,	15.47,	29.62,	86.86,	79.18,	26.64,	75.06,	82.81,	59.43,	64.04,	65.13,	71.39,	41.28,	142.68,	33.07,	66.83,	54.64,	33.86,	64.32,	75.84,	84.15,	35.28,	92.27,	183.48,	47.71,	43.18,	39.95,	30.95,	72.31,	87.24,	
58.08,	34,	70.33,	42.25,	47.35,	93.79,	283.73,	81.11,	85.8,	73.81,	98.92,	12.83,	67.24,	46.97,	27.76,	42.75,	112.52,	48.1,	79.83,	56.18,	39.9,	62.92,	58.87,	109.32,	23.58,	57.4,	114.2,	50.7,	13.3,	62.49,	31.27,	52.13,	53.33,	23.31,	53.61,	28.74,	15.63,	26.46,	97.65,	76.25,	21.98,	52.23,	517.15,	148.46,	42.25,	75.27,	?,	75.99,	24.39,	186.3,	22.71,	83.57,	51.39,	38.91,	48.31,	101.94,	41.52,	57.95,	95.87,	28.19,	50.81,	45.15,	105.62,	33.31,	96.94,	44.7,	24.16,	32.76,	61.65,	61.81,	70.09,	15.97,	29.61,	87.39,	78.83,	26.57,	75.46,	82.83,	59.39,	62.8,	65.67,	71.22,	41.09,	147.19,	33.29,	67.06,	55.79,	33.94,	63.97,	75.73,	83.72,	35.27,	91.36,	183.5,	47.97,	43.29,	39.81,	31.39,	72.43,	87.57,	
58.4,	33.4,	70.88,	42.23,	47.3,	93.55,	284.03,	79.24,	85.96,	73.77,	100.31,	12.76,	66.97,	47.01,	27.87,	42.1,	112.63,	47.62,	79.22,	56.28,	40.29,	62.61,	58.92,	109.38,	23.84,	57.21,	114.14,	50.56,	13.23,	62.83,	31.26,	52.57,	53.17,	23.5,	53.4,	28.61,	15.87,	26.4,	97.16,	76.51,	21.99,	51.98,	527.7,	147.98,	42.11,	75.68,	?,	76.61,	24.55,	188.01,	22.74,	83.77,	51.36,	39.02,	47.97,	102.71,	41.47,	58.26,	96.28,	28,	50.54,	44.86,	106.32,	33.34,	96.42,	44.7,	23.77,	32.83,	61.88,	62.06,	69.53,	15.73,	30.2,	86.6,	77.91,	26.52,	75.59,	83.01,	59.38,	63.12,	66.17,	71.61,	40.9,	143.89,	33.37,	66.88,	56.3,	34.27,	64.24,	75.78,	83.29,	35.32,	92.26,	185.28,	48.33,	42.96,	39.81,	31.24,	72.48,	87.62,	
57.93,	34.05,	71.81,	42.06,	47.95,	95.34,	285.88,	81.15,	87.39,	75.48,	101.58,	12.99,	67.44,	47.47,	28.58,	42.93,	114.96,	48.48,	79.5,	56.32,	40.83,	64.31,	59.36,	110.22,	23.82,	57.54,	115.51,	51.14,	13.23,	63.04,	31.51,	53.62,	53.85,	23.66,	54.6,	28.28,	16.13,	26.08,	98.34,	77.56,	22.31,	53.32,	526.66,	150.74,	43.16,	76.22,	?,	78.12,	24.94,	189.64,	23.03,	84.82,	52.55,	39.05,	48.39,	104.11,	41.92,	59.2,	95.81,	28.19,	51.4,	46.07,	108.35,	33.34,	97.23,	45.29,	24.29,	33.02,	62.65,	63.42,	70.18,	15.65,	30.68,	87.64,	77.98,	26.83,	75.37,	82.79,	59.42,	63.79,	66.59,	72.67,	40.65,	144.33,	33.57,	67.72,	57.56,	34.78,	64.85,	76.85,	84.62,	35.71,	94.02,	188.99,	48.61,	43.09,	40.63,	31.1,	72.91,	88.47,	
57.6,	34.53,	72.62,	42.34,	48.86,	95.86,	290.59,	80.44,	87.31,	76.21,	101.75,	13.2,	68.59,	48.06,	28.44,	42.73,	115.01,	49.47,	80.53,	57.02,	41.53,	64.19,	60.06,	111.06,	23.88,	58.42,	116.21,	51.88,	12.95,	63.92,	31.9,	53.87,	53.71,	23.82,	54.88,	28.96,	16.24,	26.19,	98.21,	77.86,	22.38,	53.32,	531.35,	151.31,	43.37,	77.13,	?,	78.71,	24.54,	189.69,	22.2,	85.52,	53.24,	39.07,	48.92,	104.59,	42.63,	58.62,	95.83,	28.16,	51.77,	46.58,	108.92,	33.85,	97.7,	45.53,	24.6,	33.14,	62.73,	64.25,	70.69,	15.71,	31.13,	87.65,	78.93,	26.98,	75.77,	83.79,	58.48,	64.76,	67.15,	73.36,	41.32,	144.11,	33.76,	68.62,	57.11,	34.48,	66.22,	76.25,	85.41,	36,	94.45,	186.33,	48.97,	44.14,	41.37,	31.66,	74.37,	89.13,	
58.62,	33.88,	72.26,	42.34,	49.33,	96.01,	291.53,	80.45,	87.37,	76.77,	102.05,	13.45,	68.95,	48.33,	28.66,	43.28,	115.8,	50.16,	82.59,	57.41,	41.78,	64.18,	60.5,	111.78,	24.39,	59.03,	118.15,	52.02,	13.36,	64.15,	32.79,	54.65,	54.49,	24.3,	55.74,	29.3,	16.27,	26.37,	102.5,	77.99,	22.67,	54.38,	?,	154.38,	43.75,	77.6,	?,	79.42,	24.83,	186.11,	22.15,	85.8,	53.42,	39.35,	49.55,	104.98,	42.93,	59.05,	95.93,	28.45,	51.86,	47.29,	110.11,	34.07,	99.88,	45.73,	25.15,	33.16,	62.94,	64.56,	72.18,	15.57,	31,	86.78,	79.88,	27.19,	76.55,	84.37,	57.9,	65.34,	66.99,	75.08,	41.57,	146.37,	33.78,	69.19,	57.44,	35.01,	66.62,	77.79,	86.74,	36.23,	95.47,	185.44,	48.77,	45.23,	41.24,	31.91,	74.68,	90.18,	
58.39,	33.88,	72.51,	43.14,	49.09,	99.65,	292.33,	79.33,	87.63,	75.5,	102.85,	13.29,	68.83,	48.15,	28.65,	43.59,	114.88,	49.58,	82.23,	57.06,	42.02,	63.57,	60.53,	112.08,	24.63,	58.76,	117.8,	52.03,	13.28,	64.12,	32.57,	54.31,	54.88,	23.98,	55.25,	29.07,	16.15,	26.33,	102.35,	78.72,	22.59,	55.33,	?,	153.29,	43.58,	77.3,	?,	79.24,	25.28,	187.03,	22.26,	86.14,	53.36,	39.21,	49.19,	106.85,	42.52,	58.79,	95.92,	28.56,	51.98,	47.13,	110.19,	34.29,	99.97,	46.05,	25.05,	33.5,	62.61,	64.16,	71.24,	15.89,	30.84,	86.14,	80.09,	27.28,	76.77,	83.66,	58.92,	66.06,	66.96,	74.72,	41.68,	145.54,	33.58,	69.44,	57.18,	35.35,	66.34,	76.92,	87.23,	36.01,	95.24,	184.94,	48.37,	46.6,	40.63,	31.58,	74.42,	89.68,	
59.3,	34.63,	73.33,	43.92,	49.17,	100.82,	299.66,	80.68,	89.6,	76.11,	104.2,	13.43,	70.08,	48.17,	29.08,	44.73,	116.98,	49.99,	83.92,	57.38,	43.54,	64.46,	61.28,	114.29,	25.08,	59.86,	118.63,	52.63,	13.25,	65.77,	32.97,	55,	55.88,	24.1,	55.99,	29.48,	16.4,	27.53,	103.75,	80.52,	22.98,	55.85,	?,	155.14,	43.62,	77.75,	?,	80.57,	25.71,	187.57,	22.96,	86.56,	53.67,	39.54,	49.31,	108.36,	42.5,	59.79,	96.7,	29.55,	52.7,	47.08,	111.25,	34.62,	101.79,	46.39,	25.26,	34.45,	62.73,	64.73,	72.71,	15.51,	31.46,	87.24,	81.6,	27.59,	77.7,	85.46,	59.76,	67.22,	68.18,	75.16,	42.37,	148.5,	34.04,	69.96,	57.8,	35.91,	67,	77.76,	88.4,	36.09,	97.09,	188.17,	49.01,	47.42,	40.46,	32.16,	75.26,	90.11,	
59.19,	34.58,	73.65,	44.22,	49.88,	101.81,	307.55,	81.39,	89.69,	77.48,	99.31,	13.7,	69.97,	48.53,	29.36,	44.52,	117.12,	50.76,	84.37,	57.56,	43.75,	65.44,	61.77,	114.85,	25.15,	59.81,	118.91,	52.5,	13.27,	66.16,	32.89,	54.69,	57.04,	24.45,	55.37,	29.52,	16.53,	27.06,	101.65,	80.67,	22.8,	57.34,	?,	157.5,	44.08,	78.41,	?,	80.37,	25.53,	186.86,	22.88,	86.87,	53.5,	39.54,	49.22,	107.81,	42.95,	59.58,	97.46,	29.74,	52.41,	47.58,	111.85,	34.68,	101.4,	46.61,	25.83,	34.43,	62.68,	64.4,	72.97,	15.95,	30.86,	87.05,	81.38,	27.63,	78.45,	84.86,	60.46,	67.31,	68.55,	75.37,	42.39,	147.53,	33.98,	69.95,	57.83,	36.22,	66.65,	78.44,	83.25,	36.59,	97.23,	188.93,	48.25,	47.48,	41.17,	32.19,	75.26,	90.24,	
59.32,	34.74,	74.36,	45.12,	49.97,	101.98,	306.57,	81.94,	88.11,	77.01,	103.01,	13.8,	70.14,	48.28,	29.98,	43.89,	117.21,	51.76,	84.6,	57.25,	43.23,	65.48,	62.17,	114.29,	25.14,	59.52,	119.5,	52.72,	13.24,	65.13,	33.16,	55.13,	56.45,	24.77,	55.51,	30.01,	16.54,	27.14,	103.05,	81.61,	22.68,	57.66,	?,	160.35,	43.56,	78.28,	?,	80.3,	25.71,	188.74,	22.92,	87.26,	53.42,	39.53,	49.31,	109.58,	42.87,	59.28,	96.66,	29.56,	52.65,	47.06,	111.56,	34.8,	101.72,	46.59,	26.38,	34.92,	62.36,	64.41,	73.38,	15.93,	31.61,	87.33,	81.76,	27.61,	78.42,	84.77,	59.74,	67.86,	68.49,	75.55,	42.92,	147.44,	33.73,	69.75,	57.57,	36.51,	66.27,	77.98,	82.63,	36.43,	97.63,	188.46,	47.82,	47.98,	41.87,	32.18,	74.68,	90.09,	
59.71,	34.96,	73.42,	44.86,	49.77,	101.59,	306.87,	81.01,	87.25,	77.42,	101.61,	13.84,	70.28,	48.06,	29.65,	43.72,	117.2,	51.78,	85.34,	56.92,	43.08,	65.31,	61.88,	114.92,	24.93,	59.75,	118.97,	52.47,	13.07,	64.24,	32.74,	55.22,	56.81,	24.81,	55.36,	29.93,	16.04,	27.27,	102.86,	81.07,	22.49,	57.14,	?,	157.63,	43.08,	78.1,	?,	80.04,	25.78,	188.59,	23.21,	87.26,	53.54,	38.77,	48.79,	107.88,	42.91,	58.67,	96.79,	29.26,	52.49,	46.59,	111.07,	34.97,	100.06,	46.31,	26.08,	35.01,	61.72,	64.12,	73.9,	16.21,	31.6,	86.51,	81.09,	27.51,	77.9,	85.1,	60.3,	67.39,	68.36,	75.06,	42.64,	147.53,	34.05,	69.48,	57.45,	36.54,	65.58,	77.7,	83.12,	36.21,	97.39,	187.6,	48.12,	47.97,	41.55,	31.87,	75.01,	90.14,	
59.72,	35.07,	73.3,	44.73,	49.8,	101.85,	308.69,	81.49,	87.89,	75.97,	102.16,	14.23,	70.51,	48.27,	30.2,	43.25,	117.63,	51.74,	83.89,	56.81,	42.96,	65.52,	62.46,	115.78,	24.93,	59.81,	119.19,	55.24,	12.94,	64.56,	33.48,	55.2,	57.38,	24.9,	55.47,	29.89,	16.21,	27.12,	103.61,	80.99,	22.59,	57.75,	?,	158.87,	43.59,	78.32,	?,	80.44,	25.65,	189.27,	23.12,	87,	53.79,	39.36,	48.48,	109.3,	43.37,	59.03,	96.04,	29.88,	53.35,	46.37,	111.36,	34.77,	101.4,	46.22,	26.24,	34.5,	62.34,	63.62,	74.2,	16.34,	31.75,	86.78,	82.27,	27.51,	77.63,	84.87,	61.08,	67.3,	67.06,	76.12,	42.65,	147.35,	34.12,	70,	57.77,	36.62,	64.91,	77.92,	83.76,	35.69,	98.23,	187.86,	48.56,	48.43,	42.02,	31.88,	74.84,	90.3,	
59.92,	34.96,	73.57,	44.85,	50.83,	102.3,	304.11,	82.76,	89.25,	73.21,	104.93,	14.68,	70.55,	48.45,	30.74,	42.71,	118.56,	52.64,	83.55,	57.23,	43.42,	65.67,	62.87,	115.44,	25.07,	60.28,	120.26,	55.46,	12.81,	65.02,	33.33,	55.8,	53.52,	25.11,	55.87,	30.27,	16.36,	27.18,	107.98,	81.76,	22.68,	58.22,	?,	161.39,	44.18,	77.91,	?,	80.96,	25.67,	192.62,	22.25,	87.04,	54.86,	39.33,	47.76,	110.55,	43.4,	59.38,	96.11,	29.96,	53.64,	47.35,	112.18,	34.76,	101.48,	45.52,	27.38,	34.21,	62.33,	64.37,	75.33,	16,	31.61,	88.06,	83.77,	27.32,	77.83,	84.43,	59.59,	67.53,	67.33,	76.98,	42.99,	149.08,	33.91,	69.81,	58.35,	36.33,	69.15,	78.74,	84.92,	36.01,	98.7,	189.21,	47.83,	49.22,	42.89,	32.36,	74.98,	91.19,	
58.98,	35.12,	73.35,	44.78,	50.84,	106.81,	305.23,	84.13,	91.81,	73.26,	104.27,	14.67,	71.45,	47.18,	31.03,	42.94,	118.9,	52.3,	83.48,	57.65,	43.64,	67.72,	63.55,	116.44,	25.03,	60.7,	121.64,	55.14,	13.04,	64.37,	33.42,	56.89,	52.19,	25.02,	56.89,	30.47,	16.19,	27.56,	107.35,	82.43,	23.73,	60.1,	?,	161.68,	45.25,	77.78,	?,	81.54,	24.51,	188.29,	22.05,	89.03,	54.66,	39.6,	48.41,	110.71,	43.38,	59.03,	96.2,	30.06,	53.96,	47.16,	112.87,	34.9,	102.6,	45.89,	27.28,	30.31,	62.36,	65.36,	75.76,	16.18,	31.46,	88.85,	83.39,	27.9,	78.87,	83.83,	59.92,	67.63,	67.64,	81.16,	42.93,	149.3,	33.98,	69.94,	57.9,	36,	70.03,	79.72,	85.15,	36.2,	99.81,	188.13,	47.81,	49.28,	42.93,	32.63,	75.69,	91.95,	
59.17,	35.05,	73.14,	44.73,	51.15,	106.38,	303.48,	83.06,	90.03,	73.91,	104.18,	14.84,	71.83,	46.9,	31.33,	43.73,	118.94,	52.95,	83.82,	57.42,	44,	67.77,	63.38,	116.42,	24.93,	60.89,	121.76,	55.17,	13.06,	63.61,	33.34,	56.3,	52.31,	24.73,	58.31,	30.73,	16.46,	28.12,	107.08,	82.26,	23.86,	59.71,	?,	163.54,	44.51,	77.89,	?,	81.03,	24.87,	188.82,	21.8,	89.08,	55.05,	39.36,	48.44,	110.8,	43.96,	59.95,	93.62,	30.07,	54.41,	47.77,	112.95,	34.64,	102.37,	45.82,	27.29,	30.9,	62.31,	65.03,	75.08,	15.95,	31.47,	88.74,	83.39,	28.15,	78.72,	84.41,	60.65,	67.21,	67.87,	82.21,	42.88,	150.29,	33.76,	70.4,	58.32,	36.15,	70.74,	79.68,	84.69,	36.29,	99.45,	189.42,	48.11,	49.92,	43.11,	32.83,	75.49,	91.62,	
58.15,	35.92,	72.41,	44.74,	50.83,	104.1,	301.06,	82.73,	90.13,	73.6,	105.08,	14.86,	71.69,	47.13,	31.46,	43.92,	118.21,	52.83,	83.35,	57.18,	44.2,	67.59,	63.66,	117.45,	24.78,	60.96,	121.98,	55.12,	12.94,	63.66,	33.3,	56.41,	51.64,	24.83,	58.28,	30.53,	16.37,	28.93,	106.12,	82.07,	23.72,	59.12,	?,	163.55,	45.01,	78.07,	?,	81.25,	25.08,	189.69,	21.78,	89.21,	55.15,	39.48,	48.78,	112.98,	44.38,	59.49,	92.83,	30.45,	54.41,	47.84,	113.41,	33.81,	102.34,	46.03,	27.49,	30.72,	62.21,	64.21,	74.59,	16.13,	31.67,	88.79,	83.19,	28.22,	78.46,	83.99,	60.74,	67.54,	66.53,	81.97,	42.99,	150.22,	33.98,	70.61,	58.9,	37.61,	71.24,	78.89,	84.59,	36.47,	102.38,	186.81,	48.2,	49.67,	43.05,	32.64,	76.15,	91.98,	
61.14,	35.69,	71.89,	44.06,	49.76,	104.08,	298.94,	81.69,	88.53,	74.54,	104.26,	14.63,	71.05,	47.14,	31.18,	43.33,	116.46,	52.14,	81.33,	57.24,	44.03,	67.31,	63.15,	116.27,	24.81,	60.73,	121.12,	55.37,	12.81,	63.85,	33.13,	55.37,	52.1,	26.23,	58.06,	29.65,	16.78,	27.86,	105.22,	83.32,	23.63,	59.88,	?,	162.35,	44.26,	78.15,	?,	81,	25.45,	191.27,	21.95,	89.15,	55.12,	39.38,	50.27,	114.13,	44.03,	58.79,	92.74,	30.17,	54.03,	47.57,	113,	33.41,	100.21,	45.87,	27.41,	30.85,	61.66,	63.88,	72.44,	15.98,	31.98,	87.8,	82.65,	28.08,	77.8,	83.76,	59.85,	67.58,	65.5,	81.26,	42.44,	148.8,	33.59,	70.68,	58.39,	37.61,	71.09,	77.78,	84.08,	36.47,	102.26,	184.99,	48.22,	49.74,	42.8,	31.83,	75.84,	91.77,	
60.86,	35.82,	71.33,	43.51,	49.99,	106.92,	303.4,	81.94,	88.49,	74.95,	104.02,	14.75,	70.27,	46.85,	31.26,	42.69,	117.07,	52.61,	80.06,	58.37,	43.25,	67.31,	63.27,	115.83,	24.72,	61,	122.46,	55.57,	12.84,	63.76,	33.73,	55.52,	51.5,	26.23,	57.81,	29.97,	16.39,	27.83,	104.21,	83.8,	23.7,	60.86,	?,	163.21,	43.78,	76.9,	?,	80.84,	25.58,	191.87,	22.07,	89.36,	54.99,	39.36,	50.31,	114.49,	43.42,	59.59,	93.53,	30.51,	54.31,	47.38,	113.22,	33.73,	99.2,	46.26,	27.44,	30.3,	61.52,	63.47,	71.87,	15.92,	31.96,	87.85,	82.56,	28,	77.94,	84.41,	61.83,	67.58,	67.03,	80.99,	42.53,	148.24,	33.65,	69.23,	58.78,	37.92,	71.17,	78.12,	83.94,	36.39,	102.06,	192.78,	48.53,	49.67,	42.16,	32.18,	75.63,	91.76,	
61.2,	36.01,	71.31,	44.14,	50.28,	107.01,	312.01,	81.24,	87.52,	74.52,	102.95,	14.65,	70.47,	47.36,	31.17,	42.97,	117.34,	52.16,	79.98,	58.99,	42.82,	67.35,	63.28,	114.96,	24.72,	61.03,	122.27,	55.64,	12.91,	64.19,	33.45,	54.87,	52.25,	25.98,	57.86,	30.1,	16.44,	27.91,	103.92,	83.85,	23.66,	62.57,	?,	162.57,	45.4,	76.66,	?,	80.87,	25.33,	191.99,	22.26,	89.61,	54.55,	39.17,	51.05,	114.97,	43.26,	59.51,	94.05,	30.94,	54.53,	47.44,	113.57,	33.72,	99,	46.56,	27.38,	30.52,	61.56,	63.18,	71.72,	15.83,	32.13,	87.56,	82.33,	28.17,	77.92,	84.08,	62.99,	67.83,	72.13,	80.34,	42.72,	148.92,	33.78,	68.89,	59.07,	37.79,	70.77,	77.78,	84.09,	36.47,	102.24,	191.38,	48.83,	49.49,	42.02,	32.27,	75.62,	91.58,	
62.15,	35.97,	70.57,	44.36,	50.11,	106.79,	306.1,	80.34,	87.66,	74.25,	102.18,	14.44,	70.28,	46.63,	30.94,	42.53,	116.42,	51.59,	80.92,	58.82,	42.5,	67.04,	62.76,	115.52,	24.56,	60.69,	120.93,	55.52,	12.87,	63.82,	33.74,	53.79,	51.64,	25.8,	57.84,	30.14,	16.5,	27.56,	102.74,	83.03,	23.5,	62.02,	?,	160.51,	44.96,	76.59,	?,	80.75,	25.02,	190.89,	22.25,	89.98,	54.2,	38.82,	51.24,	114.96,	42.74,	59.39,	93.9,	30.97,	54.25,	47.13,	113.27,	33.51,	100.04,	46.42,	27.05,	30.45,	61.73,	62.79,	71.67,	15.9,	32.07,	87.3,	82.28,	28.33,	77.63,	83.88,	62.63,	68.74,	71.24,	79.6,	42.78,	147.57,	34.05,	68.94,	58.58,	37.55,	71.34,	76.72,	83.92,	36.42,	102.33,	190.16,	49.28,	49.29,	41.77,	32.35,	75.61,	90.85,	
62.92,	36.11,	71.91,	44.22,	49.68,	108.57,	302.41,	79.77,	87.81,	74.38,	103.07,	14.44,	70.97,	46.52,	30.96,	42.11,	115.79,	51.73,	81.08,	58.98,	41.82,	67.75,	62.42,	115.31,	24.89,	60.04,	120.56,	55.66,	12.8,	63.4,	33.79,	53.94,	51.98,	25.8,	58.53,	29.92,	16.5,	27.22,	102.91,	83.65,	23.5,	61.73,	?,	159.78,	44.66,	76.52,	?,	80.99,	25.13,	190.69,	22.38,	89.94,	53.85,	38.86,	51.01,	115.06,	43.33,	59.83,	94.38,	30.42,	54.01,	46.76,	113.5,	33.4,	98.92,	46.14,	26.81,	30.75,	61.87,	61.26,	71.36,	16.1,	32.14,	85.22,	82.14,	28.46,	77.97,	84.36,	62.89,	69,	70.73,	79.87,	42.8,	146.37,	33.61,	68.85,	58.18,	37.72,	70.83,	77.45,	83.53,	36.63,	102.82,	189.64,	48.26,	48.7,	41.78,	32.18,	75.51,	90.63,	
62.81,	35.87,	71.98,	44.03,	49.75,	105.73,	301.22,	79.45,	87.53,	72.97,	102.46,	14.52,	70.49,	46.82,	30.87,	42.02,	115.87,	52.09,	80.81,	58.61,	44.14,	67.6,	62.45,	115.8,	24.81,	60.56,	120.66,	55.67,	12.79,	63.86,	33.77,	54.06,	51.69,	25.64,	59.38,	29.09,	16.4,	27.28,	105.34,	83.35,	23.39,	61.4,	?,	161.36,	44.62,	76.94,	?,	80.97,	25.03,	189.75,	22.34,	90.26,	54.24,	38.63,	50.81,	115.09,	43.86,	60.75,	94.1,	30.63,	54.17,	46.94,	114.07,	32.93,	97.3,	46.26,	26.95,	30.74,	61.94,	61.94,	71.49,	15.98,	31.94,	85.92,	80.62,	28.26,	77.83,	84.37,	62.94,	69.6,	70.1,	79.77,	42.25,	144.87,	33.47,	68.68,	58.36,	38.13,	71.4,	77.39,	83.91,	36.26,	102.82,	175.34,	47.36,	48.93,	42.01,	32.52,	75.56,	90.58,	
63.38,	36.07,	72.99,	44.22,	50.96,	106.81,	305.57,	80.86,	89.39,	74.81,	104.02,	14.87,	69.68,	47.94,	31.41,	42.75,	117.28,	52.82,	82.3,	59.29,	44.89,	68.56,	63.63,	116.7,	25.1,	61.23,	121.19,	56.4,	12.59,	64.56,	34.12,	55.36,	52.41,	26,	60.52,	29.29,	16.71,	28.08,	109.31,	84.78,	23.63,	62,	?,	164.76,	45.83,	76.56,	?,	82.51,	25.57,	190.5,	22.21,	90.52,	55.03,	39.1,	51.18,	117.05,	44.32,	64.3,	94.98,	31.06,	54.42,	49.9,	115.02,	33.38,	95.91,	46.65,	27.65,	30.57,	64.94,	62.85,	74.27,	15.7,	32.34,	86.69,	81.26,	28.15,	79.13,	84.87,	63.63,	71.47,	72.25,	81.95,	42.27,	143.88,	33.89,	69,	59.11,	38.75,	71.7,	79.43,	85.11,	36.59,	104.39,	177.48,	47.86,	49.79,	42.75,	34.36,	75.83,	89.59,	
64.19,	35.98,	72.74,	44.25,	50.89,	106.49,	304.21,	81.18,	89.45,	74.87,	105.19,	14.76,	67.98,	47.95,	31.21,	42.6,	117.82,	52.96,	82.16,	59.26,	44.77,	68.46,	64.73,	117.72,	25.39,	60.91,	119.76,	57.82,	12.88,	65.7,	34.91,	54.99,	52.54,	25.8,	60.52,	29.12,	17.01,	28.17,	108.47,	85.45,	23.71,	61.75,	?,	164.89,	45.72,	78.11,	?,	82.63,	26.32,	189.86,	22.23,	91.11,	54.98,	38.76,	51.55,	118.58,	44.27,	64.22,	95.17,	31.29,	53.88,	49.25,	114.88,	33.52,	96,	46.61,	27.58,	30.78,	65.27,	63.83,	73.78,	15.7,	32.16,	85.79,	81.35,	28.4,	78.79,	84.76,	65.07,	73.29,	72.99,	81.3,	42.26,	142.65,	33.94,	68.93,	60.26,	38.87,	70.82,	79.72,	84.99,	36.69,	104.96,	182.27,	48.09,	49.64,	42.97,	34.47,	76.34,	88.84,	
65.15,	35.69,	72.39,	44.06,	50.05,	104.89,	300.99,	81.49,	89.84,	75.11,	104.8,	14.72,	68.62,	47.56,	31.09,	42.39,	118.23,	52.83,	81.44,	59.7,	44.68,	68.37,	64.69,	118.41,	25.51,	60.69,	118.84,	57.5,	13.6,	65.21,	35.16,	55.03,	52.71,	25.82,	60.32,	29.13,	16.71,	28,	108.73,	85.64,	23.53,	60.95,	?,	165.58,	45.47,	77.56,	?,	82.48,	26.35,	190.19,	22.15,	90.54,	54.6,	38.83,	51.54,	118.95,	44.74,	63.91,	95.28,	31.12,	54.29,	48.99,	114.55,	33.45,	95.79,	46.6,	27.58,	30.6,	65.37,	63.48,	73.11,	15.76,	32.37,	85.05,	81.53,	28.22,	78.9,	84.41,	64.59,	73.71,	72.73,	81.3,	42,	142.01,	33.85,	69.4,	60.43,	38.79,	71.88,	79.04,	84.93,	36.67,	103.86,	182.8,	48.06,	49.62,	42.83,	34.44,	76.36,	88.49,	
64.57,	35.35,	71.43,	43.49,	49.48,	102.74,	300.75,	81.44,	88.12,	74.99,	104.35,	14.56,	69.5,	46.97,	30.93,	42.89,	117.91,	51.44,	80.44,	59.71,	44.05,	68.16,	64.6,	117.85,	25.41,	58.99,	118.03,	57.13,	13.6,	66.23,	34.76,	54.83,	53.7,	25.92,	60.37,	28.77,	16.55,	28.13,	108.09,	85.3,	23.33,	59.98,	?,	162.1,	45.27,	77.94,	?,	82.12,	25.77,	185.81,	22.04,	90.55,	54.01,	38.91,	51.01,	119.05,	44.15,	65.06,	94.68,	31.21,	54.07,	48.07,	114.14,	33.25,	93.59,	46.51,	27.05,	30.48,	65.5,	63.62,	72.24,	15.71,	32.58,	85.08,	82.08,	28.37,	79.23,	83.98,	63.94,	73.43,	71.79,	80.65,	41.72,	141.51,	33.67,	69.21,	60.06,	38.66,	71.78,	78.08,	85.02,	36.54,	102.46,	181.17,	47.94,	48.92,	42.53,	34.31,	75.49,	88.37,	
