@relation COMBINED_TRAINING

@attribute Day numeric
@attribute AAPL numeric
@attribute ABBV numeric
@attribute ABT numeric
@attribute ACN numeric
@attribute AIG numeric
@attribute ALL numeric
@attribute AMGN numeric
@attribute AMZN numeric
@attribute APA numeric
@attribute APC numeric
@attribute AXP numeric
@attribute BA numeric
@attribute BAC numeric
@attribute BAX numeric
@attribute BK numeric
@attribute BMY numeric
@attribute BRK-B numeric
@attribute C numeric
@attribute CAT numeric
@attribute CL numeric
@attribute CMCSA numeric
@attribute COF numeric
@attribute COP numeric
@attribute COST numeric
@attribute CSCO numeric
@attribute CVS numeric
@attribute CVX numeric
@attribute DD numeric
@attribute DIS numeric
@attribute DOW numeric
@attribute DVN numeric
@attribute EBAY numeric
@attribute EMC numeric
@attribute EMR numeric
@attribute EXC numeric
@attribute F numeric
@attribute FB numeric
@attribute FCX numeric
@attribute FDX numeric
@attribute FOXA numeric
@attribute GD numeric
@attribute GE numeric
@attribute GILD numeric
@attribute GM numeric
@attribute GOOGL numeric
@attribute GS numeric
@attribute HAL numeric
@attribute HD numeric
@attribute HON numeric
@attribute HPQ numeric
@attribute IBM numeric
@attribute INTC numeric
@attribute JNJ numeric
@attribute JPM numeric
@attribute KO numeric
@attribute LLY numeric
@attribute LMT numeric
@attribute LOW numeric
@attribute MA numeric
@attribute MCD numeric
@attribute MDLZ numeric
@attribute MDT numeric
@attribute MET numeric
@attribute MMM numeric
@attribute MO numeric
@attribute MON numeric
@attribute MRK numeric
@attribute MS numeric
@attribute MSFT numeric
@attribute NKE numeric
@attribute NOV numeric
@attribute NSC numeric
@attribute ORCL numeric
@attribute OXY numeric
@attribute PEP numeric
@attribute PFE numeric
@attribute PG numeric
@attribute PM numeric
@attribute QCOM numeric
@attribute RTN numeric
@attribute SBUX numeric
@attribute SLB numeric
@attribute SO numeric
@attribute SPG numeric
@attribute T numeric
@attribute TGT numeric
@attribute TWX numeric
@attribute TXN numeric
@attribute UNH numeric
@attribute UNP numeric
@attribute UPS numeric
@attribute USB numeric
@attribute UTX numeric
@attribute V numeric
@attribute VZ numeric
@attribute WAG numeric
@attribute WFC numeric
@attribute WMT numeric
@attribute BIIB numeric

@data
318,73.77,47.27,37.41,77.09,48.86,53.66,113.23,369.17,91.78,90.09,82.15,133.75,14.85,66.73,32.96,51.32,116.3,50.37,82.19,64.75,46.94,69.52,71.28,123.2,21.04,64.88,117,60.83,69.15,39.09,59.66,52.6,23.62,66.63,27.31,16.68,49.01,35.88,137.97,33.95,87.21,26.31,69.89,37.78,517.3,162.25,55.67,78.33,86.9,24.73,180.07,23.92,91.8,53.8,39.05,49.73,132.93,51.13,74.9,93.74,33.5,57.72,51,126.83,36.19,109.84,46.58,30.06,36.78,78.25,74.66,85.67,34.61,94.79,83.62,31.37,82.87,87.34,70.73,83.21,80.32,91.55,40.92,141.12,34.07,64.89,63.7,41.71,70.7,78.23,98.88,37.45,106.88,200.87,48.7,59.39,42.64,77.27,245.09
321,72.88,47.69,37.31,77.59,48.52,53.21,114.26,366.18,91.27,89.54,81.7,135.99,14.85,66.89,32.67,50.77,115.9,50.76,82.48,64.16,46.6,68.58,70.32,122.23,20.79,64.7,117.49,60.43,68.65,38.74,58.98,52.08,23.54,66.26,27.24,16.6,45.83,35.54,136.47,33.51,87.79,26.33,68.97,37.59,516.29,163.52,53.79,77.97,86.96,24.53,181.33,24,91.71,54.65,39,49.75,133.32,50.26,75.13,94.44,33.41,57.49,51.16,127.11,36.21,109.53,46.52,30.09,36.16,77.61,73.9,85.75,34.61,94.34,83.45,31.19,82.61,87.61,70.5,83.58,79.67,90.61,40.84,140.12,34.23,64.88,62.95,41.61,70.52,78.14,99.21,37.47,107.41,198.79,49.13,59.23,42.51,77.27,241.27
322,73.01,47.29,38.06,77.54,48.34,53.01,113.7,364.94,92.28,89.86,81.81,134.64,15.12,67.18,32.52,50.89,115.84,51.14,82.12,64.26,46.68,68.42,70.27,122.55,20.92,64.48,118.95,60.22,68.28,38.58,61.92,52.13,23.46,66.04,26.93,16.49,46.36,35.46,133.34,33.02,88.29,26.14,69.66,37.04,513.11,164.42,53.22,78.67,86.6,24.52,182.1,24.1,92.26,55.05,38.97,49.67,134.4,49.82,74.38,94.76,33.18,57.12,51.3,127.03,36.02,109.23,46.58,30.1,35.99,76.85,73.65,84.83,34.45,94.17,82.9,30.85,82.39,87.45,70.41,83.51,79.06,89.88,40.59,139.83,34.35,65.05,62.41,41.32,70.45,77.55,98.67,37.8,107.38,196.29,49.15,57.72,42.66,77.3,245.46
323,72.37,46.8,37.54,77.23,47.83,52.65,113.8,362.57,92.45,89.7,81.61,130.18,15.07,67.1,32.87,50.7,114.9,50.74,81.15,64.24,46.08,67.97,70.26,121.69,20.73,64.68,118.89,59.54,68.39,38.15,61.9,50.39,23.49,65.77,26.81,16.54,46.43,35.24,133.92,32.88,88.11,26.07,71.08,36.73,511.67,162.84,53.04,78.05,85.97,24.47,182.04,23.96,92.54,55,38.89,49.4,132.68,46.75,74.27,94.34,32.95,56.09,51.03,126.8,35.81,108.69,46.63,30.03,36.32,76.88,73.83,84.59,34.44,94.44,82.75,31.1,82.73,85.37,69.61,83.42,78.83,89.06,39.94,137.92,34.04,64.92,61.89,41.11,70.81,77.78,98.09,37.87,107.12,197.02,48.78,58.52,42.72,76.95,246.12
324,73.23,47.4,37.43,77.5,48.48,53.29,110.54,368.92,93.26,91.42,83.29,130.66,15.51,66.49,33.25,51.25,116.42,51.7,80.6,64.94,46.67,68.79,71.32,122.81,20.97,65.34,120.31,60.33,69.09,38.51,61.75,50.21,23.56,66.39,26.86,16.7,46.7,35.23,137.7,33.02,89.56,26.03,71.63,37.15,517.55,164.89,53.66,78.13,86.68,24.56,181,24.62,92.59,56.1,39.25,49.23,134.11,47.61,74.38,94.49,33.31,56.29,51.92,127.95,35.37,110.68,47.11,30.64,36.63,77.13,74.27,85.34,34.62,95.87,83.22,31.15,82.71,82.79,70.28,84.73,80.65,89.61,39.91,138.51,33.94,62.67,63.05,41.61,71.73,78.86,99.07,37.99,108.04,200.49,48.76,59.36,43.17,76.91,252.43
325,73.04,47.76,37.61,76.92,49.15,53.67,111.31,372.31,93.68,91.19,83.19,133.64,15.56,65.88,33.16,52.29,116.96,52.38,81.35,65.22,48.7,68.77,71.98,124.11,20.96,65.93,120.87,60.43,69.34,38.54,61.72,50.33,23.71,66.66,26.57,16.62,46.23,35.16,136.4,33.16,90.59,26.19,74.27,36.67,516.46,165.9,53.95,77.5,87.53,24.78,178.21,23.29,93.28,56.34,39.25,49.95,136.25,47.31,75.12,95.04,33.34,56.79,51.62,128.6,35.49,112.61,47.42,31.09,36.8,77.9,74.09,85.64,34.52,96.57,83.34,31.3,82.98,83.13,71.5,85.23,80.48,91.31,39.78,137.49,34.06,62.19,63.08,41.8,72.54,79.47,99.9,38.08,108.47,200.99,48.61,59.6,43.44,77.84,285.62
328,73.6,47.25,37.51,76.29,49.35,53.52,112.22,376.64,92.51,89.68,83.93,130.72,15.73,65.79,33.31,51.74,115.63,53.26,82.84,64.91,49.09,69.56,70.81,124.08,20.77,66.03,120.59,60.31,68.89,37.91,60.76,49.04,23.37,65.68,26.45,16.56,44.82,34.86,136.55,32.96,90.13,25.85,74.6,36.59,523.49,167.27,52.17,78.05,87.32,24.84,175.89,23.17,93.66,56.52,39.19,50.06,137.1,47.16,75.33,95.67,33.07,56.47,51.42,128.81,35.35,112.18,48.12,31.29,36.87,78.16,73.16,85.54,34.47,94.72,82.98,31.32,83.43,82.5,71.04,85.22,79.84,88.43,39.55,136.81,34.01,62.25,62.74,41.71,72.87,79.45,99.16,38.33,108.57,200.8,48.41,59,43.56,78.45,295.88
329,74.95,47.43,37.43,76.45,48.95,53.7,111.94,381.37,93.01,89.73,84.42,132.47,15.8,65.93,33.18,50.79,116.58,52.98,82.8,64.97,48.96,69.96,70.92,124.09,20.71,65.34,119.65,60.05,70.31,37.69,60.44,48.76,23.17,65.92,26.18,16.49,45.89,34.4,137.14,32.96,90.37,25.9,74.37,36.71,529.73,165.84,52.65,78.64,87.26,24.62,174.29,23.07,93.1,56.05,39.08,49.28,138.35,47.42,75.38,94.98,33.34,56.55,51.51,129.71,35.23,112.66,48.04,31.14,36.58,78.62,72.4,85.5,34.61,94.87,82.03,31.07,82.68,81.72,72.18,86.24,80.63,88.09,39.29,138,33.93,62.36,62.17,41.86,73.31,79.28,100.2,38.39,109.19,202.38,48.44,58.66,43.4,78.69,289.2
330,76.72,47.09,37.68,76.69,49.21,53.59,112.09,386.71,91.32,87.78,84.92,132.42,15.75,66.3,33.44,50.59,116.58,53.02,83.1,64.8,48.96,70.65,70.62,124.28,20.77,66.01,119.3,60.27,69.91,37.99,59.75,49.3,23.47,66.19,26.17,16.64,46.49,33.78,139.18,33.26,90.71,25.95,74.63,37.86,532.09,166.57,51.89,78.94,87.59,26.84,175.92,23.32,93.02,56.35,39.29,49.1,140.51,47.3,75.71,94.65,33.43,56.64,51.38,131.04,35.38,112.64,48.28,31.16,36.83,78.36,72.14,86.18,34.97,92.51,82.06,31.06,82.33,81.74,72.44,86.98,80.74,86.6,39.25,139.47,34.05,62.89,62.08,41.68,73.15,79.87,100.45,38.47,109.76,202.85,48.33,58.33,43.36,78.93,293.83
332,78.14,47.28,37.55,76.55,49.3,53.49,112.34,393.62,90.78,88,85.13,131.95,15.74,66.53,33.23,50.3,116.53,52.89,83.03,64.78,49.05,70.77,70.8,124.33,20.75,66.2,119.32,60.11,69.68,37.95,59.8,50.52,23.47,65.67,26.14,16.69,47.01,33.79,138.02,33.25,90.11,25.78,74.81,37.74,530.33,167.28,52.15,78.95,87.24,26.83,176.62,23.26,92.71,56.1,39.29,48.96,138.3,46.89,75.76,94.96,32.99,56.51,51.17,131.05,35.21,112.09,48.28,31.05,37.35,78.17,72.18,86.2,34.97,92.28,82.09,30.92,82.27,81.78,72.45,86.52,80.58,87.06,39.2,137.74,33.86,62.42,62.15,42.15,73.27,79.87,100.29,38.34,109.12,202.33,48.03,58.32,43.11,79.01,290.97
335,77.46,47.23,37.5,75.42,49.26,53.13,112.73,392.3,90.49,87.69,84.62,131.86,15.65,66.25,33.17,50.4,115.33,52.59,82.69,64.26,48.31,71.23,70.57,122.61,20.6,65.9,119.22,60.47,70.05,38.85,59.72,51.35,23.34,65.45,26.13,16.67,47.06,33.37,139.52,33.29,89.68,25.78,74.52,38.11,527.77,168.05,51.49,78.07,86.88,26.8,174.46,23.12,92.33,55.86,39.18,48.98,136.37,46.25,75.29,94.12,32.9,56.72,51.19,125.33,35.19,112.05,48.62,31.18,37.66,78.12,72.35,86.75,34.76,92.09,81.36,31.01,81.41,81.33,72.32,85.54,80.2,86.56,39.3,136.81,33.46,61.25,62.05,41.97,72.96,80.6,100.24,38.33,108.57,203.99,47.68,58.22,43.27,79.11,294.84
336,79.58,48.77,36.97,76.17,48.31,52.74,111.72,384.66,89.85,88.67,83.95,129.74,15.46,65.46,32.74,49.89,114.79,52.1,82.32,64.34,47.96,70.77,70.47,122.74,20.76,66,119.4,59.25,69.05,37.62,60.61,51.93,23.23,65.39,26.62,16.18,46.73,33.33,137.36,32.98,88.81,25.69,72.42,37.17,527.16,166.4,51.5,77.41,85.82,26.98,173.08,22.98,92.03,55.75,39.45,48.54,135.46,45.93,75.09,93.99,33.35,56.82,50.34,124.27,35.4,110.36,48.21,30.72,37.52,78.16,73.17,86.3,34.75,91.64,81.45,30.42,81.89,81.99,72.19,86.62,79.68,86.6,39.44,136.84,33.41,61.33,61.91,42,72.53,80.08,99.82,37.66,107.96,200.62,48.01,57.84,42.83,79.21,287.76
337,79.39,48.47,36.74,75.17,48.6,52.8,111.35,385.96,89.19,87.79,83.84,129.25,15.56,65.37,32.91,50.01,115.3,52.01,82.42,64.02,48.07,71.48,69.44,121.89,20.75,65.37,118.67,59.02,69.12,37.79,59.98,51.09,23.44,65.15,26.91,16.24,48.62,33.64,138.03,32.68,87.97,25.77,72.47,37.72,529.62,167.04,50.26,77.11,85.58,27.6,172.75,23.16,91.7,56.07,39.47,48.62,132.99,46.28,74.5,93.34,33.72,56.12,50.27,124.13,35.45,110.87,47.78,30.88,38.14,77.85,72.72,85.71,34.75,91.92,80.88,30.47,81.42,82.13,72.06,83.96,78.65,86.24,39.64,137.29,33.27,61.81,61.89,41.6,72.73,79.55,99.64,38.13,107.23,201.61,47.79,56.72,42.85,78.7,285.82
338,79.8,48.56,36.3,74.89,47.85,52.63,111.62,384.49,89.14,87.18,83.88,130.46,15.36,65.3,32.67,49.74,114.96,51.03,82.85,63.53,48.27,71.07,68.89,119.89,20.42,65.13,118.01,58.87,69.37,37.52,60.53,51.41,23.52,65.14,27.01,16.36,48.34,33.39,137.54,32.51,87.72,25.58,73.19,38.09,529.2,163.93,50.12,77.25,85.61,26.74,173.08,23.67,91.05,54.73,38.94,48.71,133.41,46.03,74.83,93.06,33.85,56.11,50.05,124.49,35.2,109.75,47.29,29.97,37.22,77.98,72.5,86.67,34.54,90.79,80.15,30.45,80.77,81.75,72.11,83.91,78.86,85.84,39.5,138.61,32.94,61.15,62.03,41.82,71.84,80.03,99.56,37.75,107.33,200.59,47.34,55.28,42.36,77.93,284.92
339,78.69,50.11,36.9,74.63,49.21,53.54,112.38,386.95,88.33,85.85,85.26,132.87,15.49,65.98,33.15,49.62,116.66,51.46,83.92,64.63,48.46,71.72,68.82,120.99,20.78,66,119.17,60.07,70.59,38.16,59.66,52.01,23.62,65.86,27.62,16.32,47.94,33.36,138.71,32.9,89.26,26.06,73.99,39.14,535.47,165.57,50.2,78.53,87.05,27.18,174.65,24.22,92.49,54.96,39.55,49.36,134.9,47.39,75.52,94.4,34.53,57.32,50.66,126.24,35.67,110.52,47.85,30.22,37.57,78.88,72.49,88.15,35.16,90.66,81.37,30.73,82.56,82.06,72.63,84.57,79.08,87.1,39.97,140.41,33.2,61.88,62.96,42.63,72.58,81,100.34,38.77,109.37,200.74,47.89,55.87,43.2,78.42,290.9
342,79.59,49.98,36.58,74.24,49.22,53.33,112.24,384.89,88.29,85.57,85.08,132.38,15.51,66.37,33.18,50.14,117.14,52.08,84.5,64.66,48.33,72.12,68.5,120.6,20.72,65.98,120.2,60.12,70.24,39.64,59.87,51.69,23.3,66.31,27.65,16.18,48.84,33.73,139.13,32.86,89,26.3,75.19,39.86,539.61,166.02,49.55,78.29,86.61,26.88,174.44,24.32,92.49,55.4,39.5,49.52,135.62,47.17,75.56,93.35,34.13,57.05,50.69,126.2,35.89,110.42,48.02,30.15,37.92,78.8,71.24,88.95,35.28,91.14,80.92,30.77,82.81,82.55,72.25,84.74,78.87,86.99,39.59,141.32,33.36,61.74,61.94,42.72,72.8,81.08,100.25,38.85,109.43,200.47,47.98,55.82,43.41,78.43,286.18
343,79.47,50.89,36.49,74.51,48.96,53,112.36,387.78,87.19,84.65,84.62,131.41,15.49,65.85,33.03,50.16,115.61,51.71,84.82,63.67,48.57,71.94,68.37,118.99,20.71,67.22,120.51,60.17,70.7,40.6,59.99,51.92,23.23,66.21,27.39,16.16,50.25,33.99,137.96,32.92,89.02,26.25,72.81,39.37,542.87,168.06,49.08,77.32,86.58,26.67,174.1,24.22,92.2,55.59,38.96,49.23,135.99,46.78,76.03,93.06,33.51,56.57,50.84,125.2,35.54,110.52,47.89,30.53,37.33,78.25,70.31,88.25,34.49,90.5,80.64,30.54,81.71,82.02,72.26,84.89,76.55,85.98,39.03,140.75,33.08,61.67,63,42.56,73.13,80.22,99.65,38.54,109.23,198.32,47.48,55.76,43.2,77.58,285.23
344,78.88,51.4,35.97,73.52,48.36,52.3,111.33,382.19,85.75,82.99,83.24,130.29,15.18,65.57,32.38,49.59,114.51,50.68,83.7,63.92,47.86,70.99,67.21,117.53,20.39,67.37,118.99,59.05,69.66,39.89,58.97,51.37,22.96,65.1,27.21,16.04,49.38,33.56,135.99,32.46,88.19,25.71,70.61,39.13,539.18,165.95,48.64,77.7,85.21,26.62,172.22,23.82,91.19,54.97,39.23,48.73,134.19,46.73,78.72,92.9,33.53,55.46,50.43,124.43,35.87,109.46,47.43,29.88,36.84,75.9,69.63,86.56,34.25,89.57,80.9,29.86,82.07,82.14,71.89,83.32,75.58,85.12,38.86,138.28,32.65,61.44,62.82,41.97,71.24,79.21,98.81,38.17,106.95,204.51,46.93,56.82,42.62,77.59,278.04
345,78.77,51.13,35.68,73.2,49.08,52.03,110.85,381.25,85.36,83.07,82.65,130.69,15.18,65.15,32.38,49.49,114.38,50.88,83.99,62.97,47.87,70.62,67.57,117.19,20.03,66.81,117.91,58.71,69.63,39.61,58.82,51.37,22.78,65.3,27.1,16.02,51.83,33.4,135.82,32.43,88.37,25.67,70.27,39.03,535.52,166.68,49.23,77.24,85.05,26.24,170.42,23.87,89.28,55.21,38.33,48,134.69,46.31,77.92,91.77,33.43,54.86,50.19,124.25,35.42,109.05,47.24,30.24,36.46,75.53,69.78,86.02,33.3,89.28,79.54,29.47,80.39,81.57,71.62,83.62,75.66,85.93,38.78,136.38,32.59,61.4,62.25,41.59,70.13,79.34,98.89,38.32,106.39,202.31,46.59,56.7,42.6,77.01,277.87
346,77.91,51.11,35.79,73.06,49.38,52.05,110.45,384.24,85.49,77.74,83.03,131.54,15.11,64.88,32.45,49.67,114.06,50.94,84.46,62.98,48.2,70.61,67.52,116.88,19.77,66.55,116.85,59,69.62,40.34,58.63,51.55,22.93,64.9,26.91,16.21,53.32,33.45,137.37,32.7,88.74,25.96,71.4,39.02,530.93,166.74,49.04,77.71,85.37,26.4,169.86,23.7,89.46,55.07,38.35,48.15,135.72,46.53,78.46,92.1,33.31,55.1,50.19,124.1,35.33,109.45,47.3,30.84,35.94,75.7,69.95,86.47,32.93,89.15,79.2,29.47,80.46,81.49,71.47,84.34,75.53,85.35,38.71,139.38,32.55,60.89,61.99,41.12,69.6,79.23,99.31,38.19,105.66,206.2,46.31,56.16,42.83,76.6,275.32
349,78.34,52.09,35.92,73.73,49.93,52.07,110.41,388.97,85.47,78.5,83.86,132.42,15.17,64.75,32.68,49.81,113.96,50.87,85.76,63.03,48.43,71.31,67.87,116.97,20.2,67.02,117.16,59.58,70.51,40.42,59.79,53.11,23.32,65.58,26.98,16.48,53.81,33.7,139.31,32.61,89.38,26.09,71.42,40.38,537.03,169.27,49.77,77.8,86.12,26.53,174.82,23.85,89.48,55.32,38.39,47.96,136.71,46.55,79.33,93.08,33.31,55.54,50.31,125.31,35.46,109.74,47.02,30.67,36.13,75.74,70.11,87.89,33.24,88.99,79.27,29.47,79.8,81.02,71.68,84.52,75.64,85.97,38.96,139.97,32.84,60.7,62.72,41.46,70.17,79.7,100.05,38.5,106.82,206.59,46.71,56.04,43.07,76.26,273.6
350,77.99,52.34,36,73.12,49.02,51.43,109.31,387.65,84.61,78.54,83.45,133.56,15.11,64.17,32.4,50.03,113.63,50.66,85.31,62.58,48.24,70.92,67.16,116.52,20.43,66.06,115.71,59.92,70.66,41.01,59.05,52.58,23.16,65.15,26.94,16.32,54.86,34,138.56,32.63,89.9,26.14,70.08,40.47,535.47,168.82,49,77.33,85.24,27.07,172.77,24.06,88.79,54.63,38.22,47.99,137.5,46.07,79.45,92.04,33.41,55.79,49.75,128.97,35.66,111.17,46.83,30.28,35.77,76.05,69.42,87.64,33.33,88.27,78.74,29.37,79.03,80.93,71.8,84.68,75.27,84.53,38.89,140.27,32.55,60.19,62.23,41.6,69.85,79.37,99.9,38.25,105.93,212.06,46.03,55.42,42.69,75.78,271.51
351,77.39,53.01,37.48,74.72,49.9,51.98,111.01,395.96,85.2,79.08,85.32,133.17,15.62,65.83,33.42,51.49,116.14,51.93,86.54,63.63,49.44,72.56,67.49,117.46,20.51,68.9,118.5,60.91,72.2,42.28,58.75,53.13,23.24,66.61,27.13,15.3,55.57,34.27,139.19,33.22,91.97,26.51,73.59,40.22,542.92,173.12,49.55,78.73,87.18,27.13,175.66,24.54,90.73,56.12,39.12,49.25,140.31,47.72,79.86,93.55,34.08,56.94,50.89,133.3,36.34,112.53,47.81,31.37,35.83,77.83,69.22,89.2,34.29,90.27,79.68,29.98,80.47,81.72,72.06,86.57,76.84,86.23,39.56,142.54,33.06,62.05,63.93,42.25,71.48,80.62,100.88,39.22,108.08,214.15,46.92,56.49,44,76.46,280.64
352,76.51,51.36,37.39,78.57,50.01,52.48,110.88,395.19,85.91,78.45,85.73,132.86,15.68,65.65,33.4,52.71,116.36,51.85,85.92,63.23,49.94,72.75,67.18,116.96,20.58,69.35,120.08,61.42,72.97,42.66,60.14,53.4,23.64,67.31,26.44,14.95,55.05,34.28,139.16,33.73,91.1,26.64,73.43,39.27,543.65,173.05,49.07,78.63,87.37,27.66,177.15,24.53,90.08,56.11,38.97,48.89,139.58,47.79,80.19,92.78,33.88,56.36,51.25,133.89,36.39,112.56,47.7,30.62,35.51,77.54,69.1,88.97,36.27,90.93,79.91,29.92,80,81.72,71.32,86.34,76.32,85.44,39.35,141.56,33.13,60.68,64.22,41.62,71.49,80.93,101.08,39.15,107.78,214.87,46.88,56.1,44.09,75.77,277.21
353,77.15,51.32,37.21,79.59,50.67,52.99,112.29,402.2,85.74,78.2,86.88,134.33,15.53,66.96,33.41,52.25,115.6,52.18,87.28,63.72,50.1,73.83,67.96,117.49,20.63,69.27,119.65,61.26,72.4,42.54,60.33,54.58,24.15,67.98,26.48,15.07,55.12,34.77,142.16,34.06,91.79,26.68,74.66,39.94,550.86,173.44,50.18,78.72,88.26,27.41,176.96,24.45,90.19,56.57,39.14,48.94,140.78,47.38,81.36,94.12,34.11,56.09,52.08,134.2,36.73,112.48,48.22,30.68,36.05,76.63,69.63,89.77,36.04,90.8,80.06,29.47,79.94,81.76,71.8,86.24,76.83,86.23,39.61,142.21,32.98,61.01,64.63,42,72.44,80.64,101.22,39.15,108.92,214.77,46.54,58.16,44.03,75.96,283.34
356,80.11,51.31,37.8,80.58,50.88,52.92,111.47,402.92,85.29,77.93,87.62,134.07,15.62,67.45,33.89,52.21,117.04,52.38,88.29,63.62,50.15,74.11,67.64,117.65,21.06,69.72,119.67,61.45,73.28,42.64,60.2,55.3,24.67,68.01,26.36,14.81,57.77,34.8,141.65,34.34,91.61,26.71,74.99,40.24,558.11,174.74,49.94,79.23,88.43,27.67,179.13,24.7,90.13,57.1,39.26,49.29,141.61,47.8,81.16,93.91,34.14,56.59,52.13,134.28,36.78,113.3,48.26,30.86,35.87,76.4,69.09,90.27,36.6,91.22,80.11,29.57,79.43,82.41,71.73,86.92,77.48,86.28,39.44,141.52,33.36,60.42,64.96,42.51,73.42,81.3,101.84,39.59,109.08,216.81,47.02,56.69,44.28,76.39,281.61
357,79.77,51.1,37.55,80.34,50.92,53.19,110.54,399.2,85.54,77.84,88,134.49,15.63,67.61,33.93,52.09,117.43,52.4,89.23,63.69,50.43,74.47,68,117.65,21.18,70.18,120.36,62.51,73.85,43.16,60.65,55.17,24.61,68.39,26.51,14.85,57.96,35.36,141.46,34.54,92.19,26.92,74.96,39.84,556.48,174.43,50.32,79.31,89.15,27.77,180.1,24.81,90.16,57.11,39.29,49.47,142.66,48.1,80.97,94.15,34.16,56.56,52.62,134.46,36.72,113.67,48.31,30.76,36.32,76.95,69.77,90.63,36.98,91.47,80.29,29.51,79.43,82.58,71.92,87.42,77.73,87.26,39.52,141.67,33.61,60.25,65.64,42.58,73.21,81.64,102.33,39.69,109.72,217.51,47.41,56.76,44.45,76.53,280.65
359,79.24,51.71,37.71,81.17,50.65,52.99,112.62,404.39,85.64,77.66,88.3,135.9,15.58,67.87,34.08,52.48,117.99,52.32,89.46,63.81,50.66,74.97,68.26,117.59,21.29,70.47,121.63,62.92,74.62,43.59,60.51,54.06,24.62,68.72,26.41,14.98,57.73,36,142.75,34.73,93.24,27.13,75.2,40.46,559.29,174.72,50.84,80.21,89.79,27.92,182.19,25.07,90.63,57.06,39.58,49.71,145.3,48.42,81.84,94.44,34.35,56.66,52.97,135.74,36.88,114.04,48.61,30.85,36.67,77.47,69.98,91.29,37.35,92.01,80.69,29.77,79.86,83.14,72.36,88.83,78.03,88.33,39.31,141.77,33.81,61,66.2,42.73,73.92,82.03,102.53,39.61,110.92,218.97,47.6,56.81,44.6,76.9,281.34
360,78.7,51.29,37.73,81.53,50.82,52.87,113.37,398.08,86,78.83,88.49,134.56,15.6,68.01,34.02,52.04,118,52.23,89.19,64.34,50.94,74.87,68.45,117.49,21.5,70.75,122.04,62.92,74.35,43.65,61.07,54.18,24.6,68.83,26.37,14.95,55.44,36.53,142.88,34.71,93.4,27.13,74.45,39.89,559.76,174.62,50.71,80.3,89.83,27.8,181.93,24.98,90.44,57,39.75,49.97,144.6,48.23,82.43,94.51,34.49,56.59,52.91,136.78,36.94,114.12,48.68,30.81,36.53,77.44,70.58,90.76,37.64,92.81,80.94,29.85,80.11,83.85,72.67,88.64,77.73,88.83,39.42,140.84,33.83,60.68,65.86,42.81,73.76,81.84,102.58,39.69,111.03,218.44,47.59,56.58,44.56,76.98,277.17
363,77.92,51.73,37.77,81.09,50.75,53.45,113.73,393.37,85.49,78.52,88.89,133.59,15.47,67.8,34.06,52.3,118.04,51.89,89.19,64.4,51.21,74.91,67.99,117.73,21.73,70.77,121.07,63.32,76.23,43.65,61.18,54.01,24.66,68.88,26.69,14.93,53.71,36.69,142.5,34.77,93.49,27.19,75.08,39.65,555.29,174,50.04,80.59,89.69,27.69,183.24,25.22,90.39,56.82,40.17,49.89,143.48,48.64,82.97,94.6,34.7,56.56,52.46,136.85,36.99,114.53,48.83,30.61,36.53,78.02,69.9,90.4,37.65,92.52,81.14,29.9,80.1,83.71,72.44,88.77,77.71,88.11,39.55,141,33.85,60.99,65.89,43.04,73.85,81.84,102.78,39.59,110.96,219.68,47.57,56.98,44.56,77.14,279.57
364,78.83,51.54,37.69,81.24,50.69,53.75,112.34,398.79,85.27,78.75,90.02,134.15,15.5,68.09,34.45,52.39,118.56,52.08,89.13,64.19,51.31,75.69,68.7,117.98,21.9,70.76,121.73,63.63,76.4,43.45,61.25,54.87,24.75,68.8,26.6,15.08,54.65,36.76,143.22,34.92,93.94,27.33,75.1,39.83,560.92,175.52,50.39,80.98,90.06,27.6,184.38,25.33,89.7,57.34,40.39,49.72,145.12,48.94,83.19,94.62,34.87,56.86,52.87,137.66,37.02,115.27,48.93,31.11,36.64,77.92,70.66,91.25,37.91,93.05,81.17,29.85,79.52,84.23,73.11,89.03,77.55,89.04,39.66,139.86,33.81,61.77,65.94,43.05,74.36,82.81,102.94,39.72,112.01,221.44,47.56,56.59,44.46,77.2,279.57
366,77.73,50.73,37.59,80.17,50.36,52.78,114.03,397.97,84.81,78,88.75,134.33,16.03,67.74,34.08,51.52,117.5,52.24,88.21,63.29,50.79,76.32,67.86,116.78,21.65,69.6,120.98,62.4,76.27,42.93,60.55,53.94,24.67,67.94,26.39,15.09,54.71,36.65,139.24,35.38,93.15,26.81,75.21,39.9,557.12,175.15,49.65,80.67,89.02,27.28,182.37,25.16,89.15,57.44,39.75,49.46,142.59,48.83,83.06,94.02,34.39,56.71,52.15,135.58,36.55,115.03,48.39,30.78,36.4,77.52,70.2,89.76,37.5,91.83,80.34,29.68,78.67,83.15,72.2,87.15,76.34,87.77,39.26,139.8,33.61,61.69,65,42.25,73.64,82.37,101.21,39.22,110.72,219.78,47.43,55.79,44.09,77.41,280.33
